Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,positive regulation of sequestering of triglyceride (GO:0010890),1/9,0.0548745216340605,0.512322561557638,0,0,20.027217741935484,58.13312760621578,APOC4
GO_Biological_Process_2021,very-low-density lipoprotein particle assembly (GO:0034379),1/12,0.0724938156944449,0.512322561557638,0,0,14.563049853372434,38.21714214339772,APOC4
GO_Biological_Process_2021,regulation of sequestering of triglyceride (GO:0010889),1/15,0.0897872293945084,0.512322561557638,0,0,11.440668202764977,27.575585868407,APOC4
GO_Biological_Process_2021,negative regulation of execution phase of apoptosis (GO:1900118),1/17,0.1011380837478707,0.512322561557638,0,0,10.009576612903226,22.93462789217583,MTRNR2L10
GO_Biological_Process_2021,positive regulation of lipid storage (GO:0010884),1/21,0.1234202194043621,0.512322561557638,0,0,8.006048387096774,16.749936822620242,APOC4
GO_Biological_Process_2021,regulation of execution phase of apoptosis (GO:1900117),1/22,0.1289045931711755,0.512322561557638,0,0,7.624423963133641,15.620025745756442,MTRNR2L10
GO_Biological_Process_2021,ncRNA 3'-end processing (GO:0043628),1/24,0.1397714290303165,0.512322561557638,0,0,6.9607293127629735,13.696953111939228,CT45A1
GO_Biological_Process_2021,acylglycerol homeostasis (GO:0055090),1/25,0.1451543090229181,0.512322561557638,0,0,6.670362903225806,12.87351959604309,APOC4
GO_Biological_Process_2021,snRNA processing (GO:0016180),1/26,0.1505037734851112,0.512322561557638,0,0,6.403225806451613,12.126218507747616,CT45A1
GO_Biological_Process_2021,snRNA 3'-end processing (GO:0034472),1/30,0.171571572737233,0.512322561557638,0,0,5.518909899888765,9.72848472744733,CT45A1
GO_Biological_Process_2021,triglyceride homeostasis (GO:0070328),1/31,0.1767570211186702,0.512322561557638,0,0,5.334677419354839,9.244885281458137,APOC4
GO_Biological_Process_2021,female gamete generation (GO:0007292),1/34,0.1921209605841142,0.512322561557638,0,0,4.848973607038123,7.9990128273347105,CGB3
GO_Biological_Process_2021,oligosaccharide metabolic process (GO:0009311),1/49,0.2647765350088233,0.6517576246371037,0,0,3.331149193548387,4.426661140391498,AMY1B
GO_Biological_Process_2021,nucleosome assembly (GO:0006334),1/58,0.3052183273277664,0.6922815636178253,0,0,2.8039049235993208,3.3274722891319986,H2AB1
GO_Biological_Process_2021,defense response to Gram-positive bacterium (GO:0050830),1/70,0.3557273322790504,0.6922815636178253,0,0,2.314866760168303,2.3926248989448755,LCE3B
GO_Biological_Process_2021,defense response to Gram-negative bacterium (GO:0050829),1/73,0.3677745806719697,0.6922815636178253,0,0,2.2180779569892475,2.2187102889200414,LCE3B
GO_Biological_Process_2021,chromatin assembly (GO:0031497),1/73,0.3677745806719697,0.6922815636178253,0,0,2.2180779569892475,2.2187102889200414,H2AB1
GO_Biological_Process_2021,nucleosome organization (GO:0034728),1/94,0.4460724133722961,0.7571381929230416,0,0,1.7154006243496358,1.384798286431403,H2AB1
GO_Biological_Process_2021,mRNA metabolic process (GO:0016071),1/95,0.449550802048056,0.7571381929230416,0,0,1.6970658888126289,1.3568150604385796,H2AB1
GO_Biological_Process_2021,activation of GTPase activity (GO:0090630),1/105,0.483164722636426,0.7730635562182817,0,0,1.533111042183623,1.11518135825891,TBC1D3K
GO_Biological_Process_2021,protein-DNA complex assembly (GO:0065004),1/143,0.5933330701811089,0.9041265831331184,0,0,1.1206837800999545,0.5849962248046477,H2AB1
GO_Biological_Process_2021,defense response to bacterium (GO:0042742),1/176,0.6698871051376344,0.94065066751181,0,0,0.9078341013824884,0.3637201745442814,LCE3B
GO_Biological_Process_2021,RNA processing (GO:0006396),1/179,0.6760926672741134,0.94065066751181,0,0,0.8923976078289235,0.3493068501626322,H2AB1
GO_Biological_Process_2021,positive regulation of GTPase activity (GO:0043547),1/214,0.7404775046523248,0.9817534377325896,0,0,0.7444343480236256,0.2236727623178715,TBC1D3K
GO_Biological_Process_2021,apoptotic process (GO:0006915),1/231,0.7669948732285856,0.9817534377325896,0,0,0.6888148667601683,0.1827254752467191,CGB3
GO_Biological_Process_2021,mRNA processing (GO:0006397),1/300,0.8497000317270372,0.9966325214543592,0,0,0.5279965476318913,0.0859957986007694,H2AB1
GO_Biological_Process_2021,cellular protein localization (GO:0034613),1/329,0.8750507941856341,0.9966325214543592,0,0,0.4806009047993705,0.0641474098024139,TBC1D3K
GO_Biological_Process_2021,intracellular protein transport (GO:0006886),1/336,0.8805046480625844,0.9966325214543592,0,0,0.4703899855560905,0.059861863509856,TBC1D3K
GO_Biological_Process_2021,protein transport (GO:0015031),1/369,0.9031982225680132,0.9966325214543592,0,0,0.4274850981767181,0.0435236403646577,TBC1D3K
GO_Biological_Process_2021,negative regulation of apoptotic process (GO:0043066),1/485,0.9539598661425396,0.9999960300969166,0,0,0.3230971740869101,0.0152287579889857,MTRNR2L10
GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),1/2206,0.9999959480095888,0.9999960300969166,0,0,0.064625850340136,2.618638564293093e-07,CGB3
GO_Biological_Process_2021,"regulation of transcription, DNA-templated (GO:0006355)",1/2244,0.9999960300969166,0.9999960300969166,0,0,0.0633943595127493,2.516699628514745e-07,CGB3
