Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,"synaptic transmission, GABAergic (GO:0051932)",10/11,0.0855449170424064,0.9999978168224948,0,0,4.772744069174488,11.734811207804093,GABRA2;GABRA1;GABRB2;GABRA6;GABRA5;GABRA4;GABRA3;GABRG3;GABRG2;GABRG1
GO_Biological_Process_2021,coumarin metabolic process (GO:0009804),6/6,0.0962870580306224,0.9999978168224948,0,0,38754.0,90700.68944027202,CYP2A7;CYP2A6;CYP2A13;CYP2D6;UGT1A8;UGT1A7
GO_Biological_Process_2021,detection of chemical stimulus involved in sensory perception (GO:0050907),20/25,0.1337474389612872,0.9999978168224948,0,0,1.9093262332667704,3.8411864136745657,OR10J1;OR10K2;OR4E2;OR6K6;OR10K1;OR4E1;OR6K3;OR6K2;OR13G1;OR6N2;OR10T2;PKD2L1;OR10R2;OR1K1;OR10Z1;OR5AN1;GPR148;OR12D3;OR12D2;OR2A25
GO_Biological_Process_2021,antigen processing and presentation of lipid antigen via MHC class Ib (GO:0048003),5/5,0.1422326582614764,0.9999978168224948,0,0,32295.0,62984.65183975426,CD1E;CD1D;CD1C;CD1B;CD1A
GO_Biological_Process_2021,"antigen processing and presentation, endogenous lipid antigen via MHC class Ib (GO:0048006)",5/5,0.1422326582614764,0.9999978168224948,0,0,32295.0,62984.65183975426,CD1E;CD1D;CD1C;CD1B;CD1A
GO_Biological_Process_2021,"antigen processing and presentation, exogenous lipid antigen via MHC class Ib (GO:0048007)",5/5,0.1422326582614764,0.9999978168224948,0,0,32295.0,62984.65183975426,CD1E;CD1D;CD1C;CD1B;CD1A
GO_Biological_Process_2021,detection of chemical stimulus involved in sensory perception of smell (GO:0050911),18/23,0.1970474390149361,0.9999978168224948,0,0,1.7181394660948015,2.790792442663959,OR10J1;OR10K2;OR10K1;OR4E2;OR6K6;OR4E1;OR6K3;OR6K2;OR13G1;OR6N2;OR10T2;OR10R2;OR1K1;OR10Z1;GPR148;OR12D3;OR12D2;OR2A25
GO_Biological_Process_2021,adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway (GO:0007197),7/8,0.2125867921391155,0.9999978168224948,0,0,3.340180286685385,5.171951657757475,CHRM2;CHRM3;CHRM1;HRH3;CHRM5;HRH4;OPRM1
GO_Biological_Process_2021,meiotic sister chromatid cohesion (GO:0051177),7/8,0.2125867921391155,0.9999978168224948,0,0,3.340180286685385,5.171951657757475,SGO1;SGO2;BUB1B;HORMAD2;HORMAD1;MEIKIN;BUB1
GO_Biological_Process_2021,cellular glucuronidation (GO:0052695),15/19,0.2145413961191367,0.9999978168224948,0,0,1.7896089013751293,2.7546601013336,UGT1A10;UGT2B11;UGT1A1;UGT2B15;UGT2B17;UGT2B28;UGT1A4;UGT2A3;UGT2B4;UGT1A3;UGT2A1;UGT1A8;UGT1A7;UGT2B7;UGT1A6
GO_Biological_Process_2021,fibrinolysis (GO:0042730),12/15,0.2343649714683203,0.9999978168224948,0,0,1.908788528346515,2.7694148379589185,FGB;FGA;CPB2;SERPINB2;PLAU;FGG;KRT1;PLAUR;GP1BA;PLG;F2;HRG
GO_Biological_Process_2021,glucuronate metabolic process (GO:0019585),12/15,0.2343649714683203,0.9999978168224948,0,0,1.908788528346515,2.7694148379589185,UGT1A10;UGT1A1;UGT2B15;UGT2B17;UGT1A4;UGT2A3;UGT2B4;UGT1A3;UGT2A1;UGT1A7;UGT2B7;UGT1A6
GO_Biological_Process_2021,detection of light stimulus involved in sensory perception (GO:0050962),9/11,0.2570163299943264,0.9999978168224948,0,0,2.147243570795152,2.917278730963577,GNAT2;GRM6;CACNA2D4;GNAT1;TULP1;CACNA1F;EYS;RPE65;CNGB1
GO_Biological_Process_2021,detection of light stimulus involved in visual perception (GO:0050908),9/11,0.2570163299943264,0.9999978168224948,0,0,2.147243570795152,2.917278730963577,GNAT2;GRM6;CACNA2D4;GNAT1;TULP1;CACNA1F;EYS;RPE65;CNGB1
